PSRJ,PTA_SRC,REF_SH,GL,GB,P0,P1,DM,DM_ERR,DMEPOCH,RM,RM_ERR,RM_SNG,L_FRAC,L_FRAC_ERR,V_FRAC,V_FRAC_ERR,ABS_V_FRAC,ABS_V_FRAC_ERR,TOA_ERR_NEW,SPIND,SPIND_ERR,NOBS,S1400,S1400_ERR,FLUX_0_VAL,FLUX_1_VAL,FLUX_2_VAL,FLUX_3_VAL,FLUX_4_VAL,FLUX_5_VAL,FLUX_6_VAL,FLUX_7_VAL,FLUX_0_ERR,FLUX_1_ERR,FLUX_2_ERR,FLUX_3_ERR,FLUX_4_ERR,FLUX_5_ERR,FLUX_6_ERR,FLUX_7_ERR,FLUX_0_FRQ,FLUX_1_FRQ,FLUX_2_FRQ,FLUX_3_FRQ,FLUX_4_FRQ,FLUX_5_FRQ,FLUX_6_FRQ,FLUX_7_FRQ
J0023+0923,False,hrm+11,111.383,-52.849,0.0030502031047543897,1.142345e-20,14.3216,0.0006,59032.172522,-5.098482280579892,0.9482318810773792,False,0.29768227875020475,0.020051115891884567,0.03455098520854124,0.02318531715131368,0.03065890075044926,0.02318531715131368,0.4920074430093813,-1.4,0.7,6,0.73,0.12,1.3,1.3,0.8,0.7,0.9,0.8,0.8,0.5,0.4,0.5,0.3,0.4,0.3,0.3,0.3,0.2,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0030+0451,True,lzb+00,113.141,-57.611000000000004,0.0048654532114961,1.0172e-20,4.33294,0.00011,58806.921266,1.3215705023213415,0.12658524576348135,False,0.3332645228169364,0.02002880636566841,0.008868646973028091,0.0215499885705184,0.023775269138915932,0.0215499885705184,0.9072096733818862,-2.4,0.2,33,1.09,0.03,2.8,2.2,1.8,1.46,1.22,1.03,0.89,0.76,0.4,0.2,0.2,0.13,0.08,0.06,0.05,0.04,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0034-0534,False,bhl+94,111.488,-68.065,0.001877182022,-4.26e-19,13.748,0.002,58754.994824,,,True,-0.003938073253321635,0.020480080896941914,-0.027528160342898383,0.04028894646346564,0.029299280142572208,0.04028894646346564,2.4855894461374617,-1.0,0.9,6,0.21,0.05,0.7,0.26,0.23,0.3,0.3,0.3,0.22,0.16,0.3,0.04,0.06,0.2,0.2,0.2,0.15,0.09,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0101-6422,True,kcj+12,301.192,-52.72,0.00257315197182,6.2000000000000004e-21,11.921,0.0004,58806.95821799999,18.488850598020075,10.222660521460993,False,0.20647517139661475,0.02080667102625188,0.01785026337237841,0.05576805353048396,0.010153621215919858,0.05576805353048396,1.9848931037264423,-1.4,0.5,8,0.156,0.011,0.4,0.29,0.19,0.15,0.16,0.16,0.14,0.13,0.2,0.06,0.04,0.03,0.03,0.02,0.02,0.03,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0125-2327,True,mess+20,188.93200000000002,-81.569,0.0036753748844546,1.8448e-20,9.5974,0.0003,58755.019024,4.784165623238328,0.07251667170692329,False,0.3370701489619788,0.020003391227146054,-0.026256287511924683,0.020274961306832758,0.02460341374557831,0.020274961306832758,0.1886939581442197,-1.0,0.2,39,2.49,0.12,3.7,3.2,2.9,2.9,2.8,2.6,2.3,2.0,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0154+1833,False,mgf+19,143.185,-41.81,0.0023645697763006,2.919e-21,19.7983,0.00014,58963.283413,-21.871149181659984,0.5988751399035067,True,0.3017654362139562,0.021380123855458358,-0.00694404648401642,0.06072581086473765,0.013164382171691896,0.06072581086473765,0.8894096782015455,-1.7,0.8,6,0.11,0.02,0.26,0.14,0.17,0.22,0.06,0.13,0.15,0.13,0.08,0.06,0.07,0.09,0.02,0.09,0.1,0.07,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0348+0432,False,lbr+13,183.33700000000002,-36.774,0.0391226569017806,2.4075e-19,40.464,0.007,59034.27787799999,48.274367088900995,0.2620089244309857,False,0.2805649421414986,0.020108291914491976,-0.12842006556112845,0.028580266658802693,0.11457270142888155,0.028580266658802693,1.6490501465408374,-1.8,0.3,6,0.67,0.04,1.4,1.15,0.91,0.78,0.73,0.8,0.51,0.47,0.2,0.12,0.09,0.1,0.11,0.1,0.08,0.1,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0407+1607,False,lxf+05,176.618,-25.656,0.025701739194630004,7.9e-20,35.593,0.006,58807.094464,,,True,0.03703996029327247,0.020323975931163352,0.05565876317129336,0.03346198420316614,0.05034510323989293,0.03346198420316614,14.351573368895526,-2.5,0.2,6,0.35,0.02,0.9,0.95,0.59,0.42,0.39,0.38,0.23,0.32,0.07,0.11,0.04,0.04,0.06,0.06,0.05,0.05,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0437-4715,True,jlh+93,253.395,-41.963,0.005757,5.73e-20,2.6411,0.0002,59263.81488,0.15475802117974438,0.018069703719592205,False,0.252470929161713,0.02000014926768806,-0.05496938515278558,0.02508527882385728,0.12607585894291062,0.02508527882385728,0.008690960851453742,-1.78,0.11,74,126.0,2.0,242.3,215.74,187.67,160.0,140.0,123.0,109.0,95.0,17.3,13.66,11.05,8.0,7.0,6.0,5.0,4.0,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0453+1559,False,dsm+13,184.125,-17.137,0.045781816872951,1.8612000000000003e-19,30.298000000000002,0.002,59034.308137,-35.26717439154203,0.32223677515029125,False,0.1998745865511524,0.020176006105419825,-0.0011814344884503113,0.03068563657119588,0.011480618810522359,0.03068563657119588,1.8112859822449348,-1.3,0.3,6,0.33,0.02,0.49,0.46,0.47,0.36,0.37,0.31,0.26,0.25,0.06,0.04,0.03,0.05,0.07,0.04,0.05,0.06,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0509+0856,False,mgf+19,192.486,-17.930999999999997,0.0040558382315644,4.412e-21,38.3271,0.0008,59095.215942999996,44.14003998657663,0.2812256344178178,False,0.2175085502303015,0.02011305350341801,0.02360738684145404,0.022218664601835927,0.02606660663949899,0.022218664601835927,1.5623057340967328,-2.19,0.09,6,1.47,0.03,3.46,2.78,2.21,2.01,1.71,1.39,1.19,0.99,0.11,0.15,0.1,0.06,0.07,0.05,0.1,0.06,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0557+1550,False,skl+15,192.68400000000003,-4.309,0.0025563670767829,7.352e-21,102.57,0.0012,59095.225274000004,25.60442403163761,1.0480119681427165,False,0.2729711793000252,0.02372717377461105,0.03177831314156242,0.10682391158378599,0.004424204650086736,0.10682391158378599,3.845803587976198,-2.0,0.3,6,0.067,0.005,0.14,0.125,0.1,0.096,0.078,0.063,0.057,0.043,0.02,0.011000000000000001,0.013999999999999999,0.015,0.011000000000000001,0.01,0.013999999999999999,0.009000000000000001,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0557-2948,False,kmlk+18,235.47,-23.989,0.0436426388999,7.200000000000001e-20,49.033,0.002,58753.172864,1.1195333333333335,1.7104858159793863,False,0.1732592064257507,0.02271438171303476,-0.01528860129676436,0.08800258114107351,0.012999571961182349,0.08800258114107351,5.610114279966957,-2.2,0.2,6,0.046,0.002,0.111,0.091,0.07200000000000001,0.061,0.047,0.045,0.04,0.03,0.008,0.009000000000000001,0.006999999999999999,0.005,0.006,0.006999999999999999,0.002,0.004,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0610-2100,True,bjd+06,227.747,-18.184,0.0038613247661934,1.2326e-20,60.6865,0.0003,58833.810842,33.739652531665556,0.19614405575856309,False,0.7115674783724584,0.020034805267657448,-0.04864272377210813,0.02279819321639513,0.045233170189184095,0.02279819321639513,0.775162810772112,-1.24,0.14,38,0.65,0.02,1.06,0.95,0.85,0.85,0.66,0.69,0.61,0.53,0.05,0.05,0.05,0.09,0.05,0.08,0.06,0.04,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0613-0200,True,lnl+95,210.41299999999998,-9.305,0.003062,9.590000000000002e-21,38.775,0.0005,58595.456949,18.370831440823906,0.2114427384121504,False,0.1892822462201066,0.02000533050989571,0.002792397777411145,0.021013977137677824,0.029331893481534643,0.021013977137677824,0.17986589844102455,-2.09,0.13,36,2.15,0.07,4.7,3.8,3.6,3.0,2.6,2.1,1.7,1.49,0.3,0.2,0.2,0.2,0.2,0.2,0.12,0.13,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0614-3329,True,rrc+11,240.50099999999998,-21.826999999999998,0.0031486695794485,1.7389e-20,37.05245,0.00014,58753.185515,38.92943344082763,0.19840431538665487,False,0.313594560319128,0.02004911016459612,-0.01103892382739874,0.02244454654802111,0.0239372724046609,0.02244454654802111,0.5227638244773122,-1.7,0.2,39,0.68,0.04,1.31,1.15,1.0,0.95,0.72,0.59,0.65,0.49,0.1,0.09,0.11,0.11,0.1,0.08,0.12,0.09,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0621+1002,False,cnst96,200.57,-2.013,0.0288538611940575,4.7300000000000005e-20,36.5533,0.0007,58807.033693,52.030750846236344,0.17427614647874648,False,0.20766325426153454,0.020036686212961997,-0.16154037182495554,0.02328932119811755,0.14036591880224533,0.02328932119811755,1.0657987349471405,-2.4,0.3,6,1.72,0.14,4.4,3.6,3.0,2.4,2.0,1.7,1.4,1.1,0.2,0.3,0.4,0.3,0.4,0.4,0.3,0.2,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0621+2514,False,san16,187.12,5.073,0.0027217879391872,2.4830000000000002e-20,83.633,0.003,59034.339179999995,10.558632004255141,1.763409284556796,False,0.6417617778855916,0.02604208941394802,0.07808464624374327,0.13539627981553184,0.022691318363596474,0.13539627981553184,10.60701530346333,-1.5,0.2,6,0.079,0.003,0.139,0.126,0.11599999999999999,0.087,0.068,0.08,0.068,0.076,0.013000000000000001,0.006,0.009000000000000001,0.008,0.006999999999999999,0.006,0.009000000000000001,0.011000000000000001,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0636-3044,True,mbc+19,239.52599999999998,-16.416,0.003945734758856,1.9782e-20,15.4589,0.0004,59088.250120000004,36.86125900438356,0.20779238990520665,False,0.4074528737796703,0.02001377936339468,0.02261667524816368,0.02040181350438412,0.0636736683277918,0.02040181350438412,1.91803378288146,-0.9,0.5,25,1.51,0.14,2.4,1.7,1.9,1.8,1.5,1.5,1.5,1.3,0.8,0.4,0.5,0.5,0.4,0.4,0.3,0.3,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0709+0458,False,mgf+19,210.498,6.2,0.0344289781774586,3.804e-19,44.273,0.003,58961.674898000005,41.9704335315536,0.554987546740498,False,0.2116636371026268,0.02035224896630739,0.03580751119806736,0.03431170735010547,0.02471253592902552,0.03431170735010547,4.347521596264532,-1.52,0.11,6,0.256,0.007,0.45,0.43,0.36,0.31,0.29,0.257,0.21,0.185,0.02,0.03,0.04,0.02,0.02,0.01,0.02,0.013999999999999999,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0711-6830,True,bjb+97,279.531,-23.28,0.005490968507655532,1.4907399999999998e-20,18.4096,0.0002,59163.153142999996,23.861287623742484,0.2554622335930549,False,0.1455865342961347,0.020005489801909748,-0.1462382250589828,0.0204712505546821,0.1401131495376521,0.0204712505546821,0.7571582458057436,-1.7,0.4,40,2.6,0.3,6.4,3.6,3.3,4.1,4.0,3.1,2.5,1.9,1.2,0.6,0.6,1.4,2.0,0.9,0.8,0.3,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0721-2038,False,bkl+13,234.669,-2.9219999999999997,0.015542394974,4.3e-20,76.093,0.006,58753.218532000006,-18.41958108484588,0.4140217685277128,False,0.2716728261838877,0.020458011899722545,-0.1848992447301381,0.040015907343361586,0.1625859520770297,0.040015907343361586,5.690179074539549,-1.72,0.09,6,0.273,0.006,0.55,0.45,0.377,0.33,0.301,0.264,0.245,0.214,0.02,0.02,0.012,0.02,0.013999999999999999,0.012,0.015,0.012,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0732+2314,False,mgf+19,195.93099999999998,19.035,0.00409,6e-21,44.67,0.003,59102.313191999994,-3.0995276198518296,1.7625195398050046,False,0.2165053977434601,0.020252838124652468,0.17643694652149508,0.0323804706647564,0.15714077299689425,0.0323804706647564,5.854679807397642,-1.3,0.5,6,0.73,0.08,1.5,0.9,1.4,0.8,0.55,0.8,0.8,0.7,0.4,0.2,0.3,0.2,0.11,0.3,0.2,0.2,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0737-3039A,False,bdap+03,245.236,-4.505,0.022451,1.72e-18,48.916000000000004,0.002,58831.822323,120.46325888828535,0.036386018743468085,False,0.3322821013373847,0.02000039927807196,-0.008805518561527021,0.020200287377941918,0.03642089756885224,0.020200287377941918,1.0723187531605791,-1.86,0.13,10,3.06,0.07,6.2,5.3,4.6,3.9,3.4,3.0,2.6,2.28,0.5,0.4,0.3,0.2,0.2,0.2,0.2,0.13,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0751+1807,False,lzc95,202.73,21.086,0.00347877083927943,7.787399999999999e-21,30.2409,0.0006,59034.357476,41.58486030674437,0.18135642073715647,False,0.2714048616810252,0.02008264963819303,-0.09539875209077013,0.024185047954538682,0.09597209795002253,0.024185047954538682,0.5030660358592477,-1.1,0.2,6,1.35,0.06,1.9,1.9,1.7,1.69,1.69,1.14,1.1,1.13,0.2,0.2,0.2,0.13,0.15,0.09,0.2,0.14,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0824+0028,False,dsm+13,223.577,20.789,0.0098613486703673,1.4689e-19,34.5473,0.0012,58961.681189999996,38.72029724654959,0.3062686801559124,False,0.4272655560422893,0.020337771901548347,0.06367651308777178,0.035568862460343305,0.07735702265442204,0.035568862460343305,3.447115504410476,-2.2,0.14,6,0.51,0.02,1.19,0.97,0.87,0.73,0.55,0.45,0.42,0.39,0.08,0.06,0.07,0.09,0.04,0.05,0.02,0.04,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0900-3144,True,bjd+06,256.16200000000003,9.486,0.0111096493380938,4.8879999999999994e-20,75.6862,0.0007,59062.396839,85.42516503199822,0.0468530040329861,False,0.3816002601721129,0.02000292358080764,0.08866237209119546,0.020332166499296457,0.09848807423214102,0.020332166499296457,0.5783348121733666,-1.3,0.04,39,3.84,0.03,6.07,5.67,5.25,4.76,4.27,3.8,3.37,2.94,0.1,0.11,0.1,0.09,0.08,0.07,0.06,0.07,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0921-5202,False,mlb+12,273.776,-1.4469999999999998,0.009679813614785,1.6899999999999998e-20,122.71,0.003,58807.218614,-179.07050428187532,1.1168852226728596,False,0.3150317842069021,0.021659456912214426,0.029599212709232138,0.07089984964246564,0.005816614883032395,0.07089984964246564,8.254051948382926,-1.6,0.2,8,0.189,0.007,0.34,0.3,0.29,0.24,0.19,0.18,0.157,0.158,0.03,0.02,0.03,0.02,0.02,0.02,0.013000000000000001,0.013999999999999999,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0931-1902,True,lsg15,250.99900000000002,23.054000000000002,0.0046380293914294185,3.6285000000000006e-21,41.49,0.0005,59018.659727,-100.24534816112944,0.20356066019226604,False,0.3444523834677278,0.020070206718011255,0.014350719421834197,0.02360668083708424,0.029643387177188306,0.02360668083708424,0.9572572905293862,-2.4,0.3,22,0.52,0.04,1.3,1.14,0.82,0.6,0.7,0.56,0.41,0.36,0.2,0.13,0.15,0.12,0.2,0.13,0.08,0.06,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J0955-6150,True,ckr+15,283.685,-5.737,0.00199936049273833,1.42409e-20,160.8997,0.0002,58763.101664999995,-48.76096168166381,1.3266753413025896,False,0.042827622967096524,0.0200171558642954,0.005398296256213921,0.020755887994557003,0.08100883596511246,0.020755887994557003,1.0154634022392075,-3.18,0.08,67,0.639,0.012,2.16,1.64,1.28,1.01,0.77,0.6,0.47,0.38,0.07,0.06,0.05,0.04,0.03,0.03,0.02,0.02,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1012-4235,True,ckr+15,274.218,11.225,0.0031011412937375,6.3800000000000005e-21,71.6515,0.0003,59104.294628999996,61.80371456787723,0.461334713965224,False,0.19776850359022602,0.02012752749636381,0.01984318937691479,0.027829757897436608,0.04077203780712933,0.027829757897436608,0.8241621555645221,-1.33,0.11,40,0.258,0.006,0.44,0.38,0.34,0.32,0.27,0.252,0.23,0.21,0.02,0.02,0.02,0.02,0.02,0.013000000000000001,0.013000000000000001,0.02,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1017-7156,True,kjb+12,291.558,-12.552999999999999,0.0023385144404038,2.208e-21,94.21473,0.0001,59126.281559,-63.36001932163955,0.07978912631545304,False,0.3790921141219584,0.0200012112094644,-0.20813175510962464,0.028451946070145537,0.2166230920088845,0.028451946070145537,0.06362947116800778,-2.01,0.11,53,1.09,0.03,2.3,2.02,1.74,1.44,1.21,1.05,0.91,0.79,0.12,0.1,0.1,0.07,0.06,0.06,0.05,0.05,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1022+1001,True,cnst96,231.794,51.101000000000006,0.016453,4.33e-20,10.255,0.0008,58968.904072000005,1.8296217681080889,0.05087217080420652,False,0.6102625771121359,0.020000620325308645,-0.14240624699221546,0.02027934512578584,0.14059111767431426,0.02027934512578584,0.2948910622438692,-1.9,0.4,36,3.9,0.3,5.8,8.0,8.0,6.2,4.2,3.6,3.3,2.8,1.2,2.0,2.0,1.5,0.9,0.6,0.5,0.4,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1024-0719,True,bjb+97,251.702,40.515,0.0051622046413,1.8563e-20,6.4864,0.0002,58968.907329999995,-2.8882006536245517,0.14247623667391335,False,0.6225455023187371,0.020026741709530827,0.027208271762186344,0.021688242050556368,0.032576054802734684,0.021688242050556368,0.7773702079418433,-1.8,0.4,36,1.5,0.08,2.6,2.6,2.1,1.9,1.7,1.5,1.3,1.07,0.6,0.6,0.5,0.4,0.2,0.2,0.2,0.12,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1035-6720,False,cpw+18,290.371,-7.843,0.0028720063916971,4.6475e-20,84.166,0.011000000000000001,58665.496237,-53.211263654361886,3.043165962007329,False,0.6272346295002228,0.031780347072373615,0.09059599900268776,0.1955005742988743,0.059427350531371013,0.1955005742988743,15.082999822354381,-2.9,0.2,5,0.065,0.002,0.209,0.14400000000000002,0.12,0.087,0.084,0.05,0.057999999999999996,0.055999999999999994,0.013999999999999999,0.011000000000000001,0.02,0.015,0.006,0.003,0.006,0.006,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1036-8317,True,ckr+15,298.943,-21.497,0.0034088045877229997,3.057e-20,27.0927,0.0002,58765.205185,12.907842468919528,0.2412880306811757,False,0.26157335941910026,0.020162019567355208,0.048439711363083934,0.030249020965618326,0.09311922718771057,0.030249020965618326,0.5798882673018464,-1.1,0.2,39,0.45,0.02,0.71,0.6,0.55,0.49,0.48,0.47,0.43,0.38,0.05,0.05,0.05,0.05,0.07,0.06,0.05,0.04,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1038+0032,False,bjd+06,247.15200000000002,48.471000000000004,0.028851557951310003,6.7e-20,26.31,0.02,58961.687638999996,19.757258859831566,4.559563994032763,True,0.18055124390155056,0.02218000089774389,0.015065755563319362,0.08133859337908166,0.04619086398116362,0.08133859337908166,34.312319179154876,-2.1,0.5,6,0.102,0.012,0.22,0.17,0.23,0.17,0.11,0.12,0.11,0.051,0.06,0.03,0.08,0.06,0.02,0.04,0.03,0.013999999999999999,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1045-4509,True,bhl+94,280.851,12.254000000000001,0.007474,1.7699999999999998e-20,58.1106,0.0006,59076.400270000006,94.4331797800412,0.08978346698359227,False,0.2244596971670791,0.02000554739269281,0.11625888507344745,0.020288036421664667,0.13202115937136402,0.020288036421664667,0.6428810931764827,-2.13,0.1,40,2.39,0.06,5.6,4.5,3.8,3.1,2.7,2.33,1.96,1.73,0.2,0.2,0.2,0.2,0.2,0.14,0.13,0.12,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1056-7117,False,nbb+14,293.933,-10.458,0.026309676982400002,6.3e-20,92.904,0.005,58665.52684299999,-31.32062033999041,0.3479977384584879,False,0.1672349032262846,0.02028809842648381,-0.04425905841582675,0.033422971142771166,0.08411065382565967,0.033422971142771166,9.758093607613054,-2.2,0.2,6,0.5,0.02,1.2,0.99,0.77,0.69,0.54,0.45,0.43,0.35,0.12,0.1,0.07,0.07,0.06,0.06,0.05,0.04,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1101-6424,True,ncb+15,291.41700000000003,-4.023,0.005109272983497,2.56e-21,207.3633,0.0005,59084.22031799999,-41.209069716995714,0.18243832021548745,False,0.21299538126708112,0.02004809003951264,-0.1423285211571468,0.02431320310168515,0.16370156207343686,0.02431320310168515,2.0712173484655585,-1.55,0.04,49,0.302,0.003,0.5489999999999999,0.478,0.42100000000000004,0.374,0.32799999999999996,0.295,0.264,0.231,0.008,0.008,0.008,0.006,0.005,0.006,0.006,0.006,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1103-5403,True,kjr+11,287.421,5.529,0.0033927096589799997,4.01e-20,103.9114,0.0003,59235.136033,-67.72858883688649,0.35414999173527273,False,0.33105485357763714,0.02020132035076919,-0.185879617098904,0.03761454641531641,0.19009023356174248,0.03761454641531641,0.7932918435553528,-2.43,0.14,41,0.395,0.01,1.0,0.81,0.68,0.55,0.44,0.37,0.32,0.27,0.07,0.06,0.05,0.04,0.03,0.02,0.02,0.02,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1120-3618,False,rb13,283.13599999999997,23.019000000000002,0.005557016673521999,5.6e-22,45.119,0.002,58834.001842,-48.18567716667409,8.262401282319807,True,0.08529843856005351,0.020784668690675183,-0.05838847634551286,0.05007934361423586,0.031241546230533736,0.05007934361423586,15.596876685790553,-1.9,0.3,6,0.3,0.02,0.59,0.51,0.46,0.43,0.29,0.29,0.19,0.28,0.08,0.06,0.05,0.05,0.03,0.03,0.05,0.06,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1125-5825,True,kjvs+10,291.893,2.602,0.0031022139189235,6.09548e-20,124.8083,0.0004,58595.69268099999,-5.513906417990552,0.2372787109919472,False,0.2461005986596971,0.020046140150994245,-0.024722810742025158,0.024590890111339855,0.08556608322961327,0.024590890111339855,0.4519878253629571,-1.4,0.08,40,1.0,0.02,1.66,1.5,1.39,1.24,1.1,0.99,0.88,0.79,0.08,0.07,0.06,0.05,0.04,0.04,0.04,0.03,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1125-6014,True,fsk+04,292.504,0.894,0.00263038078147648,3.7393e-21,52.929719999999996,4e-05,59055.397611,8.447968247320272,0.07898337471442961,False,0.3102143509737854,0.02000700204774991,0.0024486385485464565,0.020377599510108986,0.021833737498461164,0.020377599510108986,0.10004727094850084,-1.41,0.07,51,1.32,0.02,2.24,2.03,1.83,1.61,1.44,1.24,1.18,1.02,0.06,0.07,0.06,0.05,0.06,0.06,0.05,0.05,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1142+0119,False,san16,267.54200000000003,59.4,0.0050752983064042,1.4989e-20,19.172,0.007,59000.668785,0.3064,0.11481637513874055,True,0.1607097987557082,0.029176840579046657,0.18156840863512871,0.17203539608864588,0.05753710663347316,0.17203539608864588,17.14280504356246,-1.7,0.4,6,0.045,0.005,0.068,0.12,0.08,0.07,0.05,0.035,0.033,0.037000000000000005,0.012,0.03,0.02,0.02,0.02,0.013000000000000001,0.006999999999999999,0.01,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1157-5112,False,eb01,294.283,10.694,0.043588840999999996,6.19e-16,39.724000000000004,0.003,58698.509797000006,-4.456913331104875,0.11671393721955164,False,0.4714094819155912,0.020030981099046486,0.03477489139939074,0.021816691379449527,0.035795663626430316,0.021816691379449527,6.854895749398004,-2.8,0.4,21,0.192,0.015,0.46,0.48,0.47,0.31,0.23,0.2,0.15,0.11,0.09,0.11,0.11,0.06,0.05,0.04,0.03,0.02,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
